"a","b"
"1.56","17441"
"1.76","17442"
"2.48","17448"
"1.5","17449"
"2.31","17451"
"2.51","17452"
"2.08","17469"
"2.44","17472"
"2.18","17473"
"2.18","17475"
"2.01","17476"
"1.7","17485"
"2.02","17489"
"1.31","17496"
"1.14","17499"
"2.33","17504"
"1.91","17509"
"2.14","17513"
"1.51","17515"
"2.05","17521"
"2.52","17522"
"2.21","17525"
"2.02","17530"
"2.36","17534"
"2.01","17534"
"1.97","17535"
"2.29","17539"
"1.45","17545"
"1.57","17548"
"1.59","17552"
"1.89","17553"
"2.19","17554"
"1.65","17569"
"2.02","17579"
"2.14","17582"
"1.03","17590"
"2.53","17591"
"2.01","17592"
"1.71","17595"
"1.38","17598"
"1.64","17604"
"1.72","17605"
"2.1","17606"
"2.48","17607"
"1.74","17614"
"2.08","17614"
"2.2","17634"
"2.05","17640"
"2.39","17642"
"1.52","17649"
"2.06","17650"
"2.02","17658"
"1.7","17662"
"1.34","17663"
"2.29","17666"
"1.5","17667"
"2.14","17673"
"2","17674"
"2.01","17676"
"2.32","17676"
"1.71","17685"
"1.52","17689"
"2.52","17689"
"2.02","17692"
"2.12","17694"
"2.21","17714"
"1.65","17729"
"2.12","17730"
"2.01","17740"
"2.14","17742"
"2.17","17747"
"2.03","17752"
"2.56","17753"
"1.87","17761"
"1.72","17765"
"1.71","17766"
"1.55","17773"
"2.05","17776"
"2.09","17778"
"2.21","17784"
"2.01","17798"
"2.72","17801"
"1.69","17803"
"2.17","17805"
"2.11","17816"
"1.63","17825"
"2.02","17825"
"2.01","17826"
"2.36","17829"
"2.1","17837"
"2.09","17840"
"2.18","17841"
"2.43","17856"
"2.03","17864"
"2.11","17871"
"2.01","17877"
"2.02","17882"
"1.76","17888"
"2.32","17891"
"2.16","17891"
"2.28","17892"
"1.7","17892"
"2.48","17893"
"2.08","17893"
"1.58","17894"
"2.2","17895"
"1.74","17904"
"1.07","17909"
"2.39","17920"
"2.41","17923"
"2.57","17924"
"2","17930"
"1.29","17932"
"2.16","17934"
"2.02","17936"
"1.51","17936"
"1.54","17949"
"2.05","17952"
"2.4","17955"
"2.05","17975"
"2.01","17983"
"2.09","17986"
"2.25","17989"
"1.93","17995"
"2.54","17996"
"2.35","17999"
"2.16","18001"
"2.18","18003"
"2.06","18005"
"1.76","18014"
"5.01","18018"
"2.51","18020"
"2.04","18026"
"2.32","18026"
"2.01","18027"
"2.26","18028"
"2.51","18029"
"2.16","18029"
"2.11","18034"
"2.25","18034"
"2.02","18050"
"2.29","18055"
"1.7","18055"
"1.58","18057"
"2.21","18059"
"2.01","18077"
"2.02","18077"
"2.33","18080"
"2.51","18090"
"1.51","18102"
"2.04","18104"
"1.7","18107"
"2.3","18108"
"1.14","18112"
"2.45","18113"
"1.07","18114"
"2.12","18118"
"2.1","18124"
"2.08","18124"
"2.14","18125"
"2.05","18127"
"2.08","18128"
"1.78","18128"
"2.21","18128"
"2.23","18149"
"2.01","18149"
"1.5","18159"
"2.12","18164"
"1.7","18176"
"1.76","18178"
"1.63","18179"
"2.52","18179"
"2.05","18181"
"2.01","18183"
"1.55","18188"
"2.3","18190"
"2.09","18193"
"2.2","18193"
"2.02","18207"
"1.73","18211"
"2.04","18231"
"1.09","18231"
"2.19","18232"
"2.02","18236"
"2.3","18239"
"3.01","18242"
"1.7","18251"
"2.01","18252"
"2.53","18252"
"2.13","18275"
"2.21","18276"
"1.7","18279"
"1.07","18279"
"2.08","18281"
"1.62","18281"
"2.05","18286"
"2.14","18291"
"2.06","18293"
"1.54","18294"
"2.01","18295"
"2.02","18296"
"2.24","18299"
"2.3","18304"
"1.93","18306"
"2.51","18308"
"2.1","18312"
"1.61","18318"
"2.5","18325"
"2.01","18340"
"2.16","18342"
"1.7","18342"
"2.27","18343"
"2.07","18344"
"1.83","18358"
"2.22","18363"
"2.2","18364"
"2.6","18369"
"2.06","18371"
"2.32","18371"
"2.4","18374"
"2.01","18376"
"1.73","18377"
"2.09","18392"
"2.02","18398"
"1.7","18398"
"2.11","18407"
"1.54","18416"
"1.79","18419"
"1.6","18421"
"2.03","18423"
"2.26","18426"
"2.29","18426"
"2.01","18426"
"1.79","18429"
"2.44","18430"
"1.74","18430"
"1.7","18430"
"1.72","18431"
"2.22","18432"
"1.33","18435"
"2.06","18439"
"2.13","18442"
"2.09","18443"
"2.5","18447"
"2.04","18458"
"2.1","18462"
"2.16","18462"
"2.21","18475"
"2.03","18477"
"2.1","18480"
"2.16","18481"
"2.57","18485"
"2.02","18487"
"2.09","18489"
"2.01","18493"
"2.66","18495"
"2.32","18508"
"2.38","18508"
"1.83","18525"
"2.14","18526"
"2.22","18531"
"4.5","18531"
"2.32","18532"
"2.03","18535"
"2.4","18541"
"1.04","18542"
"1.5","18552"
"1.72","18557"
"3.04","18559"
"2.38","18559"
"2.09","18559"
"2.01","18561"
"2.02","18565"
"1.6","18571"
"2.11","18575"
"2.03","18578"
"3.01","18593"
"2.29","18594"
"1.71","18598"
"2.01","18604"
"2.07","18611"
"1.49","18614"
"2.42","18615"
"2.05","18630"
"2.01","18640"
"2.09","18640"
"2.1","18648"
"2.29","18653"
"2.12","18656"
"2.02","18678"
"2.16","18678"
"2.03","18680"
"1.42","18682"
"2.67","18686"
"1.5","18691"
"2.43","18692"
"2.48","18692"
"2.19","18693"
"1.28","18700"
"3.51","18701"
"2.01","18705"
"2.22","18706"
"2.07","18707"
"3.01","18710"
"2.18","18717"
"1.7","18718"
"1.51","18729"
"1.72","18730"
"2.02","18731"
"1.94","18735"
"2.01","18736"
"2.36","18745"
"2.61","18756"
"2.03","18757"
"2.08","18760"
"2.55","18766"
"1.71","18768"
"1.51","18777"
"2.06","18779"
"1.6","18780"
"2.05","18781"
"2.8","18788"
"1.71","18791"
"2.15","18791"
"2","18795"
"2.29","18797"
"2.07","18804"
"0.33","675"
"0.38","675"
"0.41","675"
"0.42","675"
"0.3","675"
"0.35","676"
"0.37","677"
"0.29","677"
"0.25","678"
"0.26","679"
"0.45","679"
"0.5","701"
"0.37","439"
"0.47","719"
"0.45","726"
"0.38","726"
"0.35","726"
"0.33","726"
"0.41","726"
"0.37","726"
"0.5","727"
"0.42","728"
"0.3","728"
"0.29","731"
"0.26","733"
"0.25","739"
"0.47","740"
"0.46","746"
"0.41","451"
"0.38","775"
"0.33","775"
"0.37","775"
"0.3","775"
"0.41","775"
"0.35","775"
"0.43","452"
"0.29","777"
"0.42","777"
"0.26","777"
"0.45","777"
"0.47","782"
"0.25","783"
"0.46","787"
"0.6","806"
"0.35","826"
"0.3","826"
"0.41","826"
"0.33","826"
"0.52","826"
"0.38","827"
"0.29","827"
"0.5","827"
"0.37","828"
"0.45","828"
"0.48","828"
"0.42","829"
"0.46","830"
"0.6","835"
"0.53","844"
"0.22","470"
"0.41","875"
"0.5","875"
"0.37","875"
"0.35","875"
"0.33","875"
"0.42","877"
"0.3","878"
"0.45","878"
"0.38","879"
"0.46","880"
"0.49","884"
"0.52","885"
"0.53","886"
"0.27","893"
"0.58","893"
"0.59","903"
"0.37","475"
"0.25","475"
"0.3","475"
"0.33","475"
"0.29","476"
"0.33","926"
"0.45","926"
"0.5","926"
"0.41","926"
"0.37","926"
"0.42","926"
"0.46","927"
"0.49","927"
"0.35","928"
"0.57","929"
"0.38","929"
"0.52","930"
"0.3","930"
"0.61","931"
"0.62","933"
"0.54","935"
"0.35","477"
"0.72","945"
"0.7","945"
"0.26","478"
"0.24","963"
"0.38","975"
"0.52","975"
"0.33","975"
"0.45","975"
"0.41","975"
"0.5","975"
"0.3","976"
"0.41","484"
"0.54","978"
"0.7","978"
"0.46","979"
"0.35","979"
"0.37","980"
"0.49","980"
"0.57","982"
"0.42","984"
"0.6","1009"
"0.75","1013"
"0.25","1013"
"0.21","386"
"0.41","1026"
"0.3","1026"
"0.42","1026"
"0.52","1026"
"0.49","1026"
"0.35","1026"
"0.38","1026"
"0.45","1027"
"0.37","1028"
"0.54","1028"
"0.33","1028"
"0.46","1030"
"0.5","1031"
"0.6","1033"
"0.57","1034"
"0.7","1040"
"0.73","1049"
"0.63","1065"
"0.58","1066"
"0.43","490"
"0.42","1075"
"0.41","1075"
"0.49","1075"
"0.52","1075"
"0.33","1075"
"0.5","1076"
"0.57","1076"
"0.54","1077"
"0.37","1080"
"0.45","1080"
"0.64","1080"
"0.46","1081"
"0.38","1083"
"0.35","1084"
"0.3","1085"
"0.7","1087"
"0.58","1088"
"0.62","1101"
"0.73","1104"
"0.61","1106"
"0.37","1126"
"0.42","1126"
"0.41","1126"
"0.5","1127"
"0.54","1127"
"0.45","1127"
"0.57","1127"
"0.52","1128"
"0.33","1129"
"0.3","1130"
"0.35","1130"
"0.46","1130"
"0.49","1130"
"0.38","1131"
"0.58","1132"
"0.64","1134"
"0.7","1134"
"0.76","1140"
"0.61","1143"
"0.73","1147"
"0.38","497"
"0.62","1159"
"0.52","1175"
"0.57","1175"
"0.65","1175"
"0.5","1175"
"0.73","1175"
"0.42","1176"
"0.38","1176"
"0.33","1176"
"0.45","1177"
"0.41","1177"
"0.49","1178"
"0.54","1178"
"0.46","1179"
"0.37","1179"
"0.6","1180"
"0.58","1184"
"0.25","1186"
"0.66","1188"
"0.35","1195"
"0.7","1206"
"0.3","1208"
"0.49","1226"
"0.54","1226"
"0.41","1226"
"0.57","1226"
"0.52","1226"
"0.58","1226"
"0.46","1227"
"0.38","1227"
"0.45","1227"
"0.42","1228"
"0.61","1228"
"0.37","1229"
"0.5","1231"
"0.8","1232"
"0.62","1234"
"0.33","1235"
"0.64","1235"
"0.7","1235"
"0.35","1243"
"0.67","1244"
"0.85","1250"
"1.03","1262"
"0.52","1276"
"0.41","1276"
"0.58","1276"
"0.65","1276"
"0.35","1276"
"0.54","1278"
"0.5","1279"
"0.57","1279"
"0.49","1279"
"0.45","1280"
"0.61","1283"
"0.38","1284"
"0.42","1289"
"0.33","1289"
"0.62","1291"
"0.46","1291"
"0.37","1292"
"0.73","1298"
"0.66","1311"
"0.85","1324"
"0.52","1326"
"0.54","1326"
"0.46","1326"
"0.42","1326"
"0.57","1326"
"0.45","1327"
"0.62","1327"
"0.38","1327"
"0.5","1327"
"0.61","1327"
"0.35","1330"
"0.58","1330"
"0.65","1331"
"0.33","1331"
"0.41","1333"
"0.85","1334"
"0.89","1334"
"0.49","1336"
"0.68","1341"
"0.37","1342"
"0.8","1350"
"0.71","1362"
"0.52","1375"
"0.54","1375"
"0.41","1376"
"0.5","1376"
"0.57","1376"
"0.61","1376"
"0.58","1377"
"0.45","1377"
"0.62","1378"
"0.46","1378"
"0.42","1388"
"0.33","1389"
"0.64","1390"
"0.73","1395"
"0.38","1397"
"0.49","1400"
"0.37","1406"
"0.7","1415"
"0.35","1415"
"0.5","1426"
"0.62","1426"
"0.54","1426"
"0.49","1426"
"0.45","1426"
"0.61","1426"
"0.52","1427"
"0.57","1427"
"0.41","1427"
"0.58","1430"
"0.46","1432"
"0.38","1433"
"0.71","1435"
"0.67","1436"
"0.63","1440"
"0.37","1440"
"0.7","1442"
"0.52","1546"
"0.5","1547"
"0.72","1547"
"0.42","1547"
"0.61","1547"
"0.97","1547"
"0.54","1548"
"0.57","1548"
"0.45","1548"
"0.67","1550"
"0.62","1552"
"0.7","1556"
"0.58","1558"
"0.46","1558"
"0.66","1560"
"0.63","1565"
"0.48","1566"
"0.4","1570"
"0.91","1570"
"0.52","1575"
"0.5","1575"
"0.54","1576"
"0.57","1576"
"0.49","1577"
"0.61","1577"
"0.62","1579"
"0.73","1579"
"0.7","1580"
"0.58","1580"
"0.43","1580"
"0.41","1580"
"0.67","1581"
"0.66","1584"
"0.46","1586"
"0.75","1588"
"0.65","1589"
"0.9","1599"
"0.42","1621"
"0.73","1626"
"0.58","1626"
"0.5","1626"
"0.57","1627"
"0.52","1627"
"0.61","1627"
"0.54","1627"
"0.65","1628"
"0.77","1629"
"0.74","1632"
"0.69","1633"
"0.62","1633"
"0.7","1636"
"0.46","1637"
"0.4","1637"
"0.96","1637"
"0.48","1640"
"0.85","1651"
"0.42","1656"
"0.43","1659"
"0.35","1672"
"0.61","1675"
"0.73","1675"
"0.5","1675"
"0.7","1675"
"0.52","1675"
"0.57","1675"
"0.54","1676"
"0.76","1676"
"0.58","1680"
"1","1681"
"0.65","1682"
"0.43","1683"
"0.81","1687"
"0.49","1690"
"0.69","1691"
"0.4","1693"
"0.62","1700"
"0.96","1705"
"0.66","1708"
"0.98","1712"
"0.32","1715"
"0.36","1718"
"0.78","1720"
"0.42","1722"
"0.61","1726"
"0.57","1726"
"0.54","1726"
"0.52","1726"
"0.5","1729"
"0.73","1730"
"0.46","1733"
"0.65","1733"
"0.62","1734"
"0.7","1735"
"0.45","1736"
"0.58","1737"
"0.49","1738"
"0.96","1739"
"0.41","1745"
"0.84","1749"
"0.69","1749"
"0.98","1749"
"0.9","1758"
"0.37","1764"
"0.66","1769"
"0.57","1775"
"0.5","1775"
"0.7","1775"
"0.54","1775"
"0.65","1775"
"0.58","1776"
"0.52","1776"
"0.29","1776"
"0.61","1777"
"0.62","1777"
"0.9","1777"
"0.46","1778"
"0.4","1778"
"0.48","1779"
"0.66","1780"
"0.73","1783"
"1","1784"
"0.81","1786"
"0.97","1787"
"0.77","1792"
"0.85","1796"
"0.74","1803"
"0.69","1809"
"0.45","1817"
"0.31","1818"
"0.72","1826"
"0.57","1826"
"0.52","1826"
"0.7","1826"
"0.54","1827"
"0.61","1827"
"0.45","1827"
"0.77","1827"
"0.65","1827"
"0.87","1827"
"0.8","1828"
"0.62","1828"
"0.86","1828"
"0.58","1829"
"0.66","1832"
"0.49","1833"
"0.46","1834"
"0.5","1836"
"0.69","1846"
"0.78","1846"
"0.83","1863"
"0.74","1865"
"0.38","1867"
"0.52","1875"
"0.73","1875"
"0.61","1875"
"0.54","1875"
"0.7","1875"
"0.57","1876"
"0.58","1876"
"0.81","1877"
"0.62","1878"
"0.65","1880"
"0.77","1881"
"0.68","1882"
"0.48","1883"
"0.5","1883"
"0.66","1885"
"0.46","1898"
"0.99","1901"
"0.4","1908"
"0.78","1909"
"0.74","1909"
"0.38","1915"
"0.31","1917"
"0.96","1917"
"0.44","1924"
"0.7","1926"
"0.52","1926"
"0.73","1926"
"0.65","1926"
"0.49","1926"
"0.54","1927"
"0.61","1927"
"0.62","1927"
"0.57","1928"
"0.74","1931"
"0.5","1932"
"1","1932"
"0.98","1932"
"0.66","1936"
"0.9","1939"
"0.77","1940"
"0.79","1943"
"0.91","1945"
"0.69","1946"
"0.46","1947"
"0.58","1949"
"0.86","1950"
"0.78","1954"
"0.88","1964"
"0.83","1968"
"0.57","1975"
"0.58","1975"
"0.73","1975"
"0.52","1976"
"0.5","1976"
"0.61","1976"
"0.7","1977"
"0.74","1978"
"0.66","1978"
"0.77","1980"
"0.67","1981"
"0.54","1981"
"0.46","1987"
"0.65","1989"
"0.38","1992"
"1.01","1997"
"0.8","1998"
"0.62","2009"
"0.78","2012"
"0.83","2022"
"0.57","2026"
"0.73","2026"
"0.77","2026"
"0.7","2026"
"0.52","2027"
"0.61","2029"
"0.54","2030"
"0.81","2031"
"0.64","2032"
"0.82","2033"
"0.5","2033"
"0.78","2035"
"1.01","2035"
"0.58","2036"
"1.04","2037"
"0.69","2040"
"0.62","2041"
"0.74","2042"
"0.98","2046"
"0.91","2048"
"0.66","2055"
"0.48","2059"
"1.05","2066"
"0.96","2068"
"0.82","2075"
"0.57","2075"
"0.7","2075"
"0.52","2075"
"0.61","2075"
"0.73","2076"
"0.58","2078"
"0.66","2079"
"0.68","2080"
"0.54","2080"
"1.06","2080"
"0.5","2081"
"0.77","2083"
"0.62","2083"
"0.65","2084"
"0.48","2086"
"0.81","2088"
"1.01","2098"
"0.74","2106"
"0.78","2116"
"0.73","2126"
"0.65","2127"
"0.7","2127"
"0.54","2128"
"0.77","2129"
"0.61","2129"
"0.57","2129"
"0.91","2129"
"0.81","2129"
"0.78","2130"
"0.67","2131"
"0.66","2131"
"0.62","2131"
"0.74","2131"
"0.5","2132"
"0.58","2132"
"0.83","2133"
"1.04","2134"
"0.52","2137"
"0.9","2138"
"0.46","2139"
"0.48","2154"
"0.34","2160"
"0.85","2163"
"0.87","2170"
"0.83","2175"
"0.7","2175"
"0.54","2175"
"0.73","2175"
"0.61","2175"
"0.77","2175"
"0.65","2177"
"0.57","2177"
"0.52","2177"
"0.66","2178"
"0.62","2178"
"0.74","2179"
"0.5","2180"
"0.58","2185"
"0.81","2189"
"0.95","2195"
"0.9","2199"
"0.49","2199"
"0.78","2200"
"0.69","2202"
"1.01","2206"
"1.03","2220"
"0.91","2225"
"0.73","2226"
"0.9","2226"
"0.69","2227"
"0.77","2227"
"0.81","2227"
"0.58","2227"
"0.78","2228"
"0.74","2229"
"0.7","2229"
"0.52","2230"
"0.54","2230"
"0.57","2230"
"0.83","2232"
"0.62","2232"
"0.5","2236"
"0.61","2237"
"0.65","2238"
"0.97","2239"
"1.06","2239"
"0.85","2244"
"0.44","2250"
"1.01","2257"
"1.07","2260"
"0.5","2275"
"0.48","2275"
"0.7","2275"
"0.77","2275"
"0.54","2275"
"0.52","2275"
"0.66","2275"
"0.81","2275"
"0.73","2275"
"0.74","2277"
"0.57","2277"
"0.61","2278"
"0.85","2278"
"1.01","2280"
"0.65","2282"
"0.83","2283"
"0.92","2283"
"0.34","2287"
"0.62","2288"
"0.44","2290"
"0.69","2293"
"1.05","2293"
"0.58","2297"
"0.87","2300"
"0.96","2304"
"0.78","2307"
"0.9","2310"
"0.73","2326"
"0.61","2326"
"0.77","2326"
"0.68","2326"
"0.7","2326"
"1.01","2326"
"0.74","2327"
"1.14","2327"
"0.48","2329"
"0.81","2329"
"0.83","2329"
"0.57","2331"
"0.54","2331"
"0.65","2332"
"0.78","2332"
"0.97","2333"
"0.52","2333"
"0.89","2334"
"1.17","2336"
"1.03","2336"
"1.05","2339"
"0.58","2340"
"0.93","2342"
"1.02","2344"
"0.9","2344"
"0.62","2344"
"0.5","2346"
"0.34","2346"
"0.85","2359"
"1.2","2360"
"0.3","2366"
"0.66","2368"
"0.54","2375"
"0.73","2375"
"0.81","2375"
"0.74","2375"
"0.7","2375"
"0.77","2375"
"1.07","2375"
"0.5","2376"
"0.57","2376"
"0.61","2376"
"0.9","2376"
"1.21","2376"
"0.84","2376"
"0.78","2377"
"0.47","2378"
"1.05","2378"
"0.87","2379"
"0.58","2380"
"1.12","2383"
"0.83","2386"
"0.52","2387"
"0.65","2387"
"1.02","2387"
"0.62","2389"
"0.93","2390"
"1.03","2392"
"0.67","2398"
"1.01","2398"
"0.52","2426"
"0.73","2426"
"0.74","2426"
"0.78","2426"
"0.57","2426"
"0.69","2427"
"0.7","2427"
"0.61","2429"
"0.81","2429"
"0.66","2433"
"0.54","2433"
"0.5","2437"
"0.9","2438"
"0.93","2438"
"0.96","2438"
"0.63","2440"
"0.85","2442"
"0.77","2443"
"0.83","2444"
"1.02","2452"
"0.47","2460"
"0.62","2469"
"0.7","2475"
"0.5","2475"
"0.77","2475"
"0.91","2475"
"0.73","2476"
"0.78","2477"
"0.54","2479"
"0.68","2479"
"0.65","2481"
"0.61","2481"
"0.81","2481"
"0.9","2482"
"0.57","2485"
"0.74","2485"
"1.01","2488"
"0.52","2489"
"0.62","2492"
"0.85","2493"
"0.58","2494"
"0.82","2499"
"0.44","2506"
"1.3","2512"
"0.96","2517"
"0.73","2526"
"0.69","2526"
"0.65","2526"
"0.7","2527"
"0.52","2527"
"0.61","2527"
"0.74","2527"
"0.77","2528"
"0.58","2528"
"0.81","2529"
"0.5","2529"
"1","2530"
"0.57","2534"
"0.9","2536"
"0.97","2538"
"1.03","2540"
"0.53","2542"
"0.83","2543"
"0.84","2544"
"0.62","2548"
"0.78","2550"
"0.88","2550"
"0.91","2564"
"0.94","2571"
"1.3","2571"
"0.7","2575"
"0.52","2575"
"0.73","2575"
"0.61","2575"
"0.67","2577"
"0.83","2577"
"0.77","2578"
"0.5","2579"
"0.89","2579"
"0.57","2581"
"0.54","2582"
"0.74","2583"
"0.78","2583"
"0.84","2584"
"0.81","2585"
"0.64","2587"
"0.58","2590"
"0.94","2594"
"1.29","2596"
"1.01","2602"
"0.93","2607"
"0.9","2611"
"1.02","2611"
"0.66","2618"
"0.62","2618"
"1.2","2622"
"0.73","2626"
"0.81","2626"
"0.85","2628"
"0.7","2628"
"0.57","2629"
"0.83","2629"
"0.74","2631"
"0.77","2631"
"0.61","2632"
"0.51","2633"
"0.9","2634"
"0.58","2636"
"0.5","2639"
"0.63","2644"
"0.78","2646"
"0.86","2647"
"0.93","2647"
"0.66","2648"
"0.62","2655"
"1.2","2655"
"1","2657"
"0.54","2658"
"0.67","2658"
"0.87","2661"
"0.96","2669"
"0.73","2675"
"0.52","2675"
"0.7","2676"
"0.92","2676"
"0.57","2676"
"0.48","2677"
"0.77","2677"
"0.81","2677"
"0.6","2679"
"0.64","2679"
"0.9","2680"
"0.5","2682"
"0.54","2682"
"1.01","2683"
"0.74","2684"
"0.83","2688"
"0.78","2691"
"0.58","2694"
"0.88","2699"
"1.22","2699"
"1.05","2705"
"0.86","2706"
"1.09","2708"
"0.84","2709"
"0.52","2726"
"0.62","2727"
"0.89","2728"
"0.54","2729"
"1.01","2730"
"0.66","2732"
"0.85","2737"
"0.57","2739"
"1.04","2745"
"1.02","2751"
